source,concept,description
SQuAD Dataset,Lüteriyen el yazması varlığında hangi noktada yok edildi?,yayınlandıktan hemen sonra
SQuAD Dataset,Estonya Dilinde hala var olan ilk kitaptan hangi iki kişi sorumlu?,S. Wanradt ve J. Koell
SQuAD Dataset,S. Wanradt ve J. Koell'in kitabı hangi yılda yazıldı?,1535
SQuAD Dataset,Ne tür bir kitaptı?,Lutheran kateşizminin iki dilli Almanca-Estonca çevirisi
SQuAD Dataset,Estonya'da rahiplerin kullanımı için özel olarak hangi kitap basılmıştır?,Estonca dilbilgisi kitabı
SQuAD Dataset,Rahiplerin dilbilgisi kitabı hangi yıl basıldı?,1637
SQuAD Dataset,Hangi Estonyalı şairin eserleri 1810'dan 1820'ye kadar basıldı?,Kristjan Jaak Peterson
SQuAD Dataset,Kristjan Jaak Peterson hangi konularda şiir yapmıştı?,vatansever ve felsefi
SQuAD Dataset,Peterson ne zaman doğdu?,14 Mart
SQuAD Dataset,Peterson'ın doğum günü için verilen başka bir isim nedir?,Anadil Günü
SQuAD Dataset,Hangi Age'in fikirleri Estonya yazılarının önem kazanmasına izin verdi?,Aydınlanma Çağı
SQuAD Dataset,Geleceklerinin Estonyalılarla kaynaşacağını kim düşünmüştü?,Baltık Almanları
SQuAD Dataset,Eski Estonya kültürüne kim hayran kaldı?,Estophile eğitimli sınıf
SQuAD Dataset,Estonya'nın eski özgürlük dönemi ne zaman sona erdi?,13. yüzyıl
SQuAD Dataset,Estonya'nın Kurtuluş Savaşı hangi yıl gerçekleşti?,1919
SQuAD Dataset,Estonya bağımsızlık kazandıktan sonra devlet dillerini ne yaptı?,Estonyalı
SQuAD Dataset,Etnik Estonyalılar hangi dili konuştu?,Estonyalı
SQuAD Dataset,Estonya'yı kim işgal etti?,Sovyetler Birliği
SQuAD Dataset,Sovyet istilasından sonra ikinci resmi Estonya dili başka hangi dil haline geldi?,Rusça
SQuAD Dataset,Sovyet Estonyası sonrası benzer göç modellerine sahip başka bir ülke neydi?,Letonya
SQuAD Dataset,Hangi tarihi olay Estonya'yı bir kez daha kurtardı?,Sovyetler Birliği'nin çöküşü
SQuAD Dataset,Estonya'nın ana dillerinden biri olarak hangi dil artık tanıtılmadı?,Rusça
SQuAD Dataset,Ocak 1989'da neler oldu?,Estonya Dilinin Statüsü Kanunu
SQuAD Dataset,Estonya lehçelerinden kaç grup var?,iki
SQuAD Dataset,Estonya lehçe gruplarının isimleri nelerdir?,kuzey ve güney lehçeleri
SQuAD Dataset,Güney lehçesinin tarihsel olarak konuşulduğu şehir nedir?,Tartu
SQuAD Dataset,Hangi lehçe merkezi lehçe olarak da bilinir?,keskmurre
SQuAD Dataset,Saarte murre üzerinde kuzey grubunun hangi lehçeleri konuşuluyor?,Saaremaa ve Hiiumaa
SQuAD Dataset,Estonya'nın kuzey grubunun batı lehçesi için başka bir isim nedir?,läänemurre
SQuAD Dataset,Güney grubunu hangi lehçeler oluşturmaktadır?,"Tartu, Mulgi, Võru (Võro) ve Setu (Seto) lehçeleri"
SQuAD Dataset,Estonya dili hangi alfabeden alfabesini alır?,Latin
SQuAD Dataset,Alfabesi için Latince kullanan başka bir dil nedir?,Fince
SQuAD Dataset,Estonya yazımını genellikle hangi ilkeler belirler?,fonemik ilkeler
SQuAD Dataset,Her grafik kaç foneme karşılık gelir?,bir
SQuAD Dataset,"Tek bir fonemden, her bir grafik genel prensibine ne tür sapmalar vardır?",bazı tarihsel ve morfolojik sapmalar
SQuAD Dataset, Modern Estonya yazımının temeli hangi Yazımdır?,Yeni Yazım
SQuAD Dataset,Yeni Yazının oluşturulmasından kim sorumludur?,Eduard Ahrens
SQuAD Dataset,Yeni Yüzyıl hangi yüzyılda yaratıldı?,19. yüzyıl
SQuAD Dataset,Sovyet uluslararası yayınlarında Estonca kelimeler ve isimler genellikle hangi dillerin çevirisini içerir?,Rusça
SQuAD Dataset,Estonya'nın tipolojik formu nedir?,geçiş
SQuAD Dataset,"Nominatif, genetik, partiküler, zihinsel olmayan, başarısız, seçici, seçmeli, aldatıcı, abartılı, ablatif, çevirmeli davalarda sayı ve davada isim ile her zaman aynı fikirde olan nedir?",sıfatlar
SQuAD Dataset,Başka hangi dilde telicity kontrastı var?,Fince
SQuAD Dataset,Suçlama ne için kullanılır?,toplam nesne
SQuAD Dataset,Gelecek zamanın yerine ne kullanılır?,şimdiki zaman
SQuAD Dataset,Estonya kararsız bir konu tarafından gerçekleştirilen eylemleri göstermek için ne kullanıyor?,özel formlar
SQuAD Dataset,Estonca kelime hazinesinin yüzde 33'e yakını hangi dil grubuna aittir?,Cermen dilleri
SQuAD Dataset,Estonya'da hangi iki harf birbiriyle değiştirilebilir?,'b' ve 'p'
SQuAD Dataset,Bir kelime bir 's' ile başladığında birçok durumda ne olur?,İlk harf 's' genellikle atılır
SQuAD Dataset,"'B'yi' p 'ile değiştirme örneğinde,' bagaj 'nasıl telaffuz edilir?",pagas
SQuAD Dataset,Aynı zamanda dil planlayıcısı olan gazeteci kimdi?,Ado Grenzstein
SQuAD Dataset,Dil planlaması sırasında kim nihilo tekniğini kullanmaya çalıştı?,Ado Grenzstein
SQuAD Dataset,Estonya'nın tüm dil reformcuları arasında en tanınmışı kim?,Johannes Aavik
SQuAD Dataset,Ne tür yayınlarda eski nihilo kelimelerinin örnekleri bulunabilir?,Aavik’in sözlüğü
SQuAD Dataset,Kağıt hamuru yapım süreci ne zaman geliştirildi?,MS 2. yüzyıl
SQuAD Dataset,Süreç hangi ülkede gelişti?,Çin
SQuAD Dataset,Kağıt üretiminde hangi ülke lider?,Çin
SQuAD Dataset,Hangi mahkeme hadisesi kağıt yapım süreciyle ilişkilendirildi?,Cai Lun
SQuAD Dataset,Kâğıt yapımı sürecine kimler katılıyor?,Cai Lun
SQuAD Dataset,Buluşun yerine kağıt hangi malzemenin yerini aldı?,ipek
SQuAD Dataset,Kağıt yapım sürecinin icadı hangi Yaş'a katkıda bulundu?,Altın Çağ
SQuAD Dataset,İlk kağıt yapımı süreci hangi yüzyılda atfediliyor?,2
SQuAD Dataset,Kağıt yapımı süreci hangi yüzyılda Çin'den Avrupa'ya yayıldı?,13.
SQuAD Dataset,Kağıt yapımı süreci Avrupa'ya hangi orta doğu kentinden geldi?,Bağdat
SQuAD Dataset,Bağdat'ta süreç hangi adı aldı?,bagdatikos
SQuAD Dataset,Hangi yüzyılda süreç eskisinden çok daha ucuz hale geldi?,19
SQuAD Dataset,Hangi Kanadalı mucit F.G. Keller kendi süreçlerini geliştirecek mi?,Charles Fenerty
SQuAD Dataset,Papirüs hangi dilden türetilir?,Yunan
SQuAD Dataset,Mısır'da papirüs yapmak için hangi bitki kullanıldı?,Cyperus
SQuAD Dataset,Cyperus bitkisinin hangi kısmı papirüs yapımında kullanıldı?,ilik
SQuAD Dataset,Selüloz liflerinden ne ayrılır?,lignin
SQuAD Dataset,Ağartma işleminde liflerin yüzde kaçı boşa harcanıyor?,% 5
SQuAD Dataset,Pamukun yüzde kaçı selülozdur?,% 90
SQuAD Dataset,Sülfit işlemi hangi on yıla dayanıyor?,1840'lar
SQuAD Dataset,Yüksek silikat içeriğine sahip kamışları hamur haline getirmek için kullanılan başka bir işlem nedir?,Soda hamuru
SQuAD Dataset,Çin kilinin yanı sıra dolgu maddesi olarak ne kullanılır?,tebeşir
SQuAD Dataset,Preslemeden atılan suyu toplamak için ne kullanılır?,keçe
SQuAD Dataset,El kağıt yaparken su toplamak için ne kullanılır?,kurutma kağıdı
SQuAD Dataset,"Bir kurutma kağıdı yanında, su toplamak için ne kullanılabilir?",keçe
SQuAD Dataset,Kağıdı kurutmanın ana bileşeni nedir?,hava
SQuAD Dataset,Kağıt yapım süreci sonunda yüzde kaç nem içeriğine ulaşmaya çalışıyor?,6
SQuAD Dataset,Kağıdın yüzeyini parlatmak için hangi işlem yapılır?,perdahlama
SQuAD Dataset,Filigran ve diğer desenleri uygulamak için ne kullanılır?,silindirler
SQuAD Dataset,Dokuma kağıt ne tür çizgiler göstermiyor?,Laidlines
SQuAD Dataset,Bir kalıpta el yapımı olduğunda kağıt üzerinde kalan küçük normal çizgiler nedir?,Laidlines
SQuAD Dataset,"Hangileri çizgi, yoğunluk, çizgi veya zincir çizgileri bakımından daha yüksektir?",Laidlines
SQuAD Dataset,"Amerika Birleşik Devletleri'nde, kağıt kalınlığı ölçümlerini belirtirken hangi birimler kullanılır?",binde biri
SQuAD Dataset,Kağıt genellikle hangi özelliklere göre sınıflandırılır?,ağırlık
SQuAD Dataset,110 lb'nin üzerindeki kağıtlar ne tür stok olarak kabul edilir?,kart
SQuAD Dataset,Avrupa hangi ISO boyutlandırma sistemini kullanıyor?,ISO 216
SQuAD Dataset,Kağıt 160 g'ın üzerindeyse ne olarak kabul edilir?,kart
SQuAD Dataset,"Kalınlığın yanı sıra, Avrupa'daki bir topağın ağırlığını belirtmek için hangi özellik kullanılır?",boyutlar
SQuAD Dataset,Kuzey Amerika'daki çoğu ticari kağıt hangi şekilde kesiliyor?,standart kağıt boyutları
SQuAD Dataset,ABD dışında çoğu ülke hangi ISO Sistemini kullanıyor?,ISO 216
SQuAD Dataset,Kaç adet A1 kağıt tek bir A0 kağıdını kaplar?,2
SQuAD Dataset,Baskı kağıdının ortak yoğunluğu nedir?,800 kg / m3
SQuAD Dataset,Üretilen ilk kağıt türlerinde hangi asidik tuzlar yaygın olarak bulundu?,şap
SQuAD Dataset,Gazetelerin sararması ile hangi parçacık ilişkilidir?,lignin
SQuAD Dataset,Muhtemelen hangi ahşap bileşeninin düşük miktarlarda kağıdına sahip bir kitap yapılır?,lignin
SQuAD Dataset,Tüm makalelerin asit çürümesine maruz kaldığını gösteren testlere kim sponsor oldu?,Kongre Kütüphanesi
SQuAD Dataset,"Formik, asetik ve laktik asidin yanı sıra, selüloz ne tür asit üretir?",oksalik
SQuAD Dataset,Ciltsiz kitaplarda en çok kağıt üretmek için ne tür işlem kullanılır?,Mekanik
SQuAD Dataset,Kitap yayıncıları tarafından kullanılan makalede genellikle hangi düzeyde asit bulunur?,asitsiz
SQuAD Dataset,Son 40 yılda dünya çapında kağıt tüketimi ne kadar arttı?,% 400
SQuAD Dataset,Hasat edilen ağaçların yüzde kaçı kağıt üretiminde kullanılır?,% 35
SQuAD Dataset,Odun hamurunun yüzde kaçı eski büyüme ağaçlarından geliyor?,% 10
SQuAD Dataset,Toplam atıkların yüzde kaçı kağıtla ilişkilendirilebilir?,% 40
SQuAD Dataset,ABD'de her yıl kaç milyon ton kağıt israf ediliyor?,"71,6 milyon"
SQuAD Dataset,Amerikalılar her yıl kaç tane kağıt bardak kullanıyor?,16 milyar
SQuAD Dataset,ABD'deki ortalama ofis çalışanı tarafından her gün kaç sayfa yazdırılıyor?,31
SQuAD Dataset,Yüksek gres uygulamalarında kaplama olarak yeni ne kullanılır?,mısır proteini
SQuAD Dataset,Modern olarak üretilen patlamış mısır poşetlerinin ne tür bir kaplama kullanması muhtemeldir?,mısır proteini
SQuAD Dataset,Futbol ligi ne zaman kuruldu?,1987
SQuAD Dataset,AFL ne için kum yapar?,Arena Futbol Ligi
SQuAD Dataset,AFL'yi kim kurdu?,Jim Foster
SQuAD Dataset,AFL hangi yılda kuruldu?,1987
SQuAD Dataset,Arena Futbol Ligi'nin kurucusu kimdi?,Jim Foster
SQuAD Dataset,AFL'nin açılış yılı neydi?,1987
SQuAD Dataset,"Arena Futbol Ligi, uzun ömürlü olarak Kuzey Amerika'daki profesyonel futbol ligleri arasında nerede?",üçüncü
SQuAD Dataset,2015 sezonunda kaç takım vardı?,12
SQuAD Dataset,AFL'nin kaç konferansı var?,2
SQuAD Dataset,2015 sezonunda Şampiyon hangi takımdı?,San Jose SaberCats
SQuAD Dataset,2015 sezonunda Arena Futbol Ligi'nde kaç takım oynadı?,12
SQuAD Dataset,2015 sezonundan sonra Spokane Shock hangi lige katıldı?,IFL
SQuAD Dataset,Amerikan Konferansı ile birlikte AFL'deki diğer konferans nedir?,Ulusal Konferans
SQuAD Dataset,2016 itibarıyla her konferansta kaç takım var?,dört
SQuAD Dataset,2016 itibarıyla bir AFL takımı kaç tane normal sezon maçı oynuyor?,16
SQuAD Dataset,AFL normal sezonu ne kadardır?,18 haftalık
SQuAD Dataset,2015 AFL sezonu hangi ayda başladı?,Mart
SQuAD Dataset,2015 AFL sezonu hangi ay sona erdi?,Ağustos
SQuAD Dataset,AFL şampiyonası oyununun adı nedir?,ArenaBowl
SQuAD Dataset,AFL geliştirme ligi ne zaman başladı?,2000
SQuAD Dataset,İlk AFL sezonu ne zaman oynandı?,1987
SQuAD Dataset,Hangi Arena Futbol Ligi sezonu iptal edildi?,2009
SQuAD Dataset,Arena Futbol Ligi'ni kurmadan önce Jim Foster'ın işvereni kimdi?,Ulusal Futbol Ligi
SQuAD Dataset,"Jim Foster, arena futbolu fikrini bulduğunda neredeydi?",Madison Square Garden
SQuAD Dataset,Jim Foster hangi yıl arena futbolu fikrini düşündü?,1981
SQuAD Dataset,Hangi televizyon ağı bir arena futbol test oyunu yayınlamayı kabul etti?,NBC
SQuAD Dataset,USFL'de Jim Foster hangi takım için çalıştı?,Chicago Blitz
SQuAD Dataset,USFL ne zaman kapandı?,1985
SQuAD Dataset,Arenada futbol test oyunu hangi tarihte oynandı?,27 Nisan 1986
SQuAD Dataset,Test oyunu hangi mekanda gerçekleşti?,Rockford MetroCentre
SQuAD Dataset,"Rockford Metros ile birlikte, test oyununda oynayan diğer takımın adı neydi?",Chicago Politikacılar
SQuAD Dataset,Darrell Davis'in takma adı neydi?,Fare
SQuAD Dataset,AFL takımlarının ilk antrenörlerini işe almaktan kim sorumluydu?,Davis
SQuAD Dataset,AFL'nin açılış oyunu hangi tarihte oynandı?,19 Haziran 1987
SQuAD Dataset,İlk Arena Futbol Ligi maçında kim oynadı Komandolar?,Gladyatörler
SQuAD Dataset,Televizyonda yayınlanan ilk AFL oyunu hangi tarihte?,20 Haziran 1987
SQuAD Dataset,Foster hangi tarihte arena futboluyla ilgili patent başvurusunda bulundu?,30 Eylül 1987
SQuAD Dataset,ABD Patent ve Ticari Marka Ofisi Foster'ın patentini ne zaman verdi?,27 Mart 1990
SQuAD Dataset,Foster'ın patentinin süresi ne zaman doluydu?,30 Eylül 2007
SQuAD Dataset,1987'de hangi televizyon istasyonu bazen arena futbol oyunları gösterdi?,ESPN
SQuAD Dataset,"Arena futbolunun ilk yıllarında, oyunlar hangi saatten sonra sık sık yayınlandı?",gece yarısı
SQuAD Dataset,ABC hangi yıl bir Arena Futbol Ligi maçı yayınladı?,1998
SQuAD Dataset,Bir AFL oyunu hangi ABC programında gösterildi?,Geniş Spor Dünyası
SQuAD Dataset,1989 yılında Pittsburgh Gladyatörlerinin koçu kimdi?,Joe Haering
SQuAD Dataset,23 Temmuz 1989 haftanın hangi günü idi?,Cumartesi
SQuAD Dataset,1989'da AFL'nin komiseri kimdi?,Jim Foster
SQuAD Dataset,Art Schlichter hangi takımda oynadı?,Detroit Drive
SQuAD Dataset,Drive hangi yıl ilk Arena Bowl'a gitti?,1988
SQuAD Dataset,Bu dönemde Detroit Drive'a kim sahip oldu?,Mike Ilitch
SQuAD Dataset,"Detroit Drive'ın sahibi, Drive'ı satmasına neden olan hangi takımı satın aldı?",Detroit Tigers
SQuAD Dataset,Drive serisi nereye taşındı?,Massachusetts
SQuAD Dataset,Drive hangi sezondan önce farklı bir duruma geçti?,1994
SQuAD Dataset,Tampa Bay merkezli AFL ekibinin adı nedir?,Fırtına
SQuAD Dataset,Hangi takım Tampa Bay serisinin rakibi olarak gösteriliyor?,Orlando Predators
SQuAD Dataset,Arizona Rattlers'ın rakibi hangi takımdı?,San Jose SaberCats
SQuAD Dataset,1993 yılında AFL'de hangi kayda değer olay meydana geldi?,ilk All-Star Oyunu
SQuAD Dataset,1993 All-Star Oyunu hangi şehir ve eyalette gerçekleşti?,"Des Moines, Iowa"
SQuAD Dataset,İlk All-Star Oyunu hangi konferansı kaybetti?,Amerikan Konferansı
SQuAD Dataset,İlk All-Star Oyunda Ulusal Konferans kaç puan aldı?,64
SQuAD Dataset,Kurt Warner hangi AFL takımında oynadı?,Iowa Barnstormers
SQuAD Dataset,2000 yılında AFL hangi televizyon ağıyla anlaştı?,TNN
SQuAD Dataset,New Orleans merkezli AFL ekibinin adı neydi?,VooDoo
SQuAD Dataset,2003'te kaç oyun AFL sezonunu oluşturdu?,16
SQuAD Dataset,Kurallar ilk olarak hangi oyuncuların sınırların bitmesini yasakladı?,2005
SQuAD Dataset,ArenaBowl ilk olarak nötr bir yerde hangi yıl oynandı?,2005
SQuAD Dataset,Ücretsiz ikame kuralını hangi yıl başlattı?,2007
SQuAD Dataset,"Hangi yıl ""jack"" linebacker rolü üzerinde etkisi olan bir kural değişikliği gördü?",2008
SQuAD Dataset,2008'in ilk yarısında Arena Futbol Ligi'nin komiseri kimdi?,David Baker
SQuAD Dataset,David Baker kaç yıldır AFL'nin komiseri olarak görev yaptı?,12
SQuAD Dataset,Baker hangi tarihte AFL'nin komiseri olarak istifa etti?,25 Temmuz 2008
SQuAD Dataset,Baker'ın istifasından iki gün sonra hangi Arena Futbol Ligi etkinliği gerçekleşti?,ArenaBowl XXII
SQuAD Dataset,Ekim 2008'de hangi ekip kapandı?,New Orleans VooDoo
SQuAD Dataset,VooDoo'nun kapatıldığını kim açıkladı?,Tom Benson
SQuAD Dataset,Platinum Equity AFL'de ne kadar büyük bir hisse satın almak istedi?,100 milyon dolar
SQuAD Dataset,Dağılım taslağının ilk olarak hangi tarihte yapılması planlandı?,2 Aralık
SQuAD Dataset,Dağılım taslağı ilk olarak hangi tarihe ertelendi?,3 Aralık
SQuAD Dataset,"İkinci gecikmeden sonra, dağılım taslağı ne zaman gerçekleşti?",9 Aralık
SQuAD Dataset,Ücretsiz ajans ilk ne zaman başlayacaktı?,4 Aralık
SQuAD Dataset,Serbest ajansın gecikmeden sonra ne zaman başlaması planlandı?,11 Aralık
SQuAD Dataset,2009 yılında Arenafootball2 kaç numaralı sezonu gerçekleştirdi?,onuncu
SQuAD Dataset,2009 Arena Futbol Ligi sezonunu hangi ay ve yılda durdurmaya karar verildi?,Aralık 2008
SQuAD Dataset,Hangi Ulusal Hokey Ligi sezonu iptal edildi?,2004-05
SQuAD Dataset,Ulusal Hokey Ligi'nin 2004-2005 sezonunu iptal etmesine ne sebep oldu?,lokavt
SQuAD Dataset,2008'de Columbus Destroyer'lara kim sahipti?,Jim Renacci
SQuAD Dataset,Politikanın istifasından kaç hafta sonra Avengers katlandı?,İki
SQuAD Dataset,AFL'nin iflas etmeyi düşündüğü tarih hangi tarihte bildirildi?,20 Temmuz 2009
SQuAD Dataset,AFL'nin 20 Temmuz 2009 itibariyle ne kadar borcu olduğu bildirildi?,14 milyon dolar
SQuAD Dataset,Ligin Temmuz 2009'da dosyalama hakkında ne tür bir iflas düşündüğü bildirildi?,Bölüm 11
SQuAD Dataset,AFL hangi tarihte kapatılmadığını duyurdu?,4 Ağustos
SQuAD Dataset,Af2 hangi tarihte dağıldı olarak kabul edildi?,8 Eylül 2009
SQuAD Dataset,"Orlando Predators ile birlikte, hangi eski Arena Futbol Ligi takımı af2'ye katıldı?",Arizona Rattlers
SQuAD Dataset,Hangi Arena Futbol Ligi sezonu askıya alındı?,2009
SQuAD Dataset,Dallas Desperados'a kimler sahipti?,Jerry Jones
SQuAD Dataset,Arena Futbol Ligi'nin varlıkları için bir açık artırma ne zaman açıklandı?,11 Kasım 2009
SQuAD Dataset,Arena Futbol Ligi varlıklarının açık artırması ne zaman yapıldı?,25 Kasım 2009
SQuAD Dataset,AF1 hangi tarihte Arena Futbol Ligi olarak adlandırılacağını duyurdu?,17 Şubat 2010
SQuAD Dataset,2010 yılında kaç genişleme ekibi açıklandı?,iki
SQuAD Dataset,"New Orleans VooDoo, Kansas City Tugayı, Philadelphia Soul ve Georgia Force ile birlikte, 2011 sezonu için hangi eski takım geri döndü?",San Jose SaberCats
SQuAD Dataset,Lynn Swann hangi NFL takımı için oynadı?,Pittsburgh Steelers
SQuAD Dataset,Tampa Bay Storm'un eski adı neydi?,Pittsburgh Gladyatörleri
SQuAD Dataset,Arena Futbol Ligi 2012'de hangi yıldönümünü kutladı?,25
SQuAD Dataset,2012 yılında Tampa Bay Storm'u kim satın aldı?,Jeffrey Vinik
SQuAD Dataset,AFL ücretsiz ajans döneminin ertelenmesine neden olan hangi olay?,Sandy Kasırgası
SQuAD Dataset,AFL unvan sponsorluğunu hangi tarihte açıkladı?,12 Aralık 2012
SQuAD Dataset,AFL unvan sponsorluğu anlaşması ne zaman sona erdi?,2014
SQuAD Dataset,AFL unvan sponsorluğu anlaşması kaç yıl sürdü?,iki
SQuAD Dataset,Los Angeles Öpücüğü'ne sahip olan Paul Stanley ile birlikte?,Gene Simmons
SQuAD Dataset,Los Angeles Öpücüğü dışında 2013'te lige hangi genişleme takımı girdi?,Portland Thunder
SQuAD Dataset,Vince Neil hangi grubun parçasıydı?,Mötley Crüe
SQuAD Dataset,AFL'nin ilk başkanı kimdi?,Jerry Kurz
SQuAD Dataset,AFL başkanı olmadan önce Jerry Kurz unvanı neydi?,komiser
SQuAD Dataset,Jerry Kurz'dan sonra AFL'nin komiseri kim oldu?,Scott Butera
SQuAD Dataset,AFL komiseri olmadan önce Scott Butera nerede çalıştı?,Foxwoods
SQuAD Dataset,AFL komiseri olmadan önce Scott Butera'nın iş unvanı neydi?,CEO
SQuAD Dataset,Las Vegas kanun kaçaklarının hangi tarihte kapatıldığı bildirildi?,9 Ağustos 2015
SQuAD Dataset,New Orleans VooDoo'nun kapatıldığını ilk kim bildirdi?,ESPN
SQuAD Dataset,Spokane Shock hangi tarihte AFL'den ayrıldı?,1 Eylül 2015
SQuAD Dataset,Spokane Shock hangi rakip lige katıldı?,IFL
SQuAD Dataset,30 Ekim 2015 haftanın hangi günü yapıldı?,Cuma
SQuAD Dataset,30 Ekim'de hangi takımın maçında AFL tarafından yapılan bir duyuru yapıldı?,San Antonio Spurs
SQuAD Dataset,Bu dönemde AFL sözcüsü olarak kim çalıştı?,BJ Pickard
SQuAD Dataset,Austin'de daha önce hangi AFL serisi kuruldu?,Austin Wranglers
SQuAD Dataset,Arena Futbol Ligi savunucuları kimlerdi?,San Jose SaberCats
SQuAD Dataset,SaberCat'ların ne zaman kapatılacağı açıklandı?,12 Kasım
SQuAD Dataset,2016 itibarıyla kaç AFL takımı çalışıyor?,sekiz
SQuAD Dataset,AFL hangi tarihte ekiplerinden birinin kontrolünü ele geçirdi?,6 Ocak 2016
